Market ID,Market Name,Market Description,Lockup Time (in seconds),Input Token ID,Input Token Name,Input Token Symbol,Input Token Decimals,Input Raw Amount (in Wei),Input Token Amount (in decimals),Input Token Amount (in USD),Incentive Token ID,Incentive Token Name,Incentive Token Symbol,Incentive Token Decimals,Incentive Raw Amount (in Wei),Incentive Token Amount (in decimals)
1_0_0xab27dc8061f66791bb94a536546b08ba15e06344dabad2cc6267cf44f0070574,Provide pumpBTC.bera-FBTC Liquidity on Kodiak,"Deposit pumpBTC.bera-FBTC Uniswap V2 LP token(s) on Ethereum Mainnet and bridge these assets to Berachain. On Berachain, provide liquidity in the pumpBTC.bera-FBTC Kodiak Island, an automated liquidity management vault that tokenizes a &quot;concentrated&quot; range Uniswap V3 style liquidity position. 

Earn DEX LP fees, as well as rewards from Berachain, Ignition, PumpBTC, and Kodiak. This is part of the Berachain'&#x27;'s Boyco pre-deposit campaign. 

3% of the Kodiak token supply is allocated to Boyco, proportional to TVL * multiplier. This specific market has a ~1x multiplier for Bodiak points. More info on Kodiak's Boyco rewards: https://docs.kodiak.finance/kodiak-boyco",7776000,1-0xbafc759ca196e83900721d3b840dfbcd40e59617,pumpBTC.bera-Ignition LP Token,pumpBTC.bera-FBTC,18,917694,0.000000000000917694,872.9453589029101,1-0x31dd27d7479b09f1c96aa94681845c0eb0026ef8,Kodiak Boyco Points,BODIAK,18,18537400262599600000000,18537.4002625996
1_0_0x5043bfe3f6bab5fa4c8f19fb2f6856de2d2e717a541e0d7126b308926be04e2e,Supply USDe to Concrete x Ethena Vault,"When USDe is supplied to this market, it is allocated across leading Berachain DEXs and lending applications such as Kodiak, Dolomite, and Beraborrow. The vault will also allocate to yield opportunities from leading protocols expanding to Berachain. This is part of the Berachain Boyco pre-deposit campaign.",7776000,1-0x4c9edd5852cd905f086c759e8383e09bff1e68b3,Ethena USDe,USDe,18,55840431807440012270269387,55840431.807440012270269387,55769654.41424765,1-0x5f979f9f7024b41c325a7a39c89cd65e5f6a5f6d,Concrete Boyco Bags,CBAGS,18,55840431807440004580000000,55840431.80744000458
1_0_0x6b3dfac03cea102e59d2d5711088f3001782e07239dcc90f274dd9762220c49a,Beraborrow ylrsETH Boyco,"Single sided Liquid Stability Pool: 
Deposit ylrsETH into Boyco. ylrsETH is bridged &amp; deposited into Beraborrow. ylrsETH is then used to mint NECT at 300% collateral ratio, and then NECT is supplied into the Liquid Stability Pool.
This is part of Berachain Boyco pre-deposit campaign.",7776000,1-0xd87a19ff681ae98bf10d2220d1ae3fbd374ade4e,CIAN yield layer rsETH,ylrsETH,18,2634491419979630868,2.634491419979630868,7734.234531119401,1-0xfbca1de031ac44e83850634c098f22137e4647e5,Beraborrow Points Program,bPOLLEN,18,351265522663950720000000,351265.52266395072
1_0_0x71cee3cf3329e9a2803d578cdd6c823d7a16aa39adea3a7053395299bd258800,BurrBear USDC Stable Pool,When USDC is deposited into the market: 1. It is bridged to Berachain mainnet 2. The funds are split: - 1&#x2F;3 is used in Beraborrow&#x27;s PSM Bond to mint NECT - 1&#x2F;3 is used to mint HONEY - 1&#x2F;3 remains as USDC 3. All funds are then deposited into BurrBear&#x27;s NECT&#x2F;USDC&#x2F;HONEY liquidity pool.,7776000,1-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,6,2475722089529,2475722.089529,2474730.332140268,1-0xac672544ff301415547ac98558ca2988a26b9cbd,BURR,BURR,18,618932022382248921500000,618932.0223822489215
1_0_0xab689b5eac7541b8cc774f0ca3705a91b21660e8221fc7bd8e93c391fb5d690d,Provide USDe-USDa Liquidity on Kodiak,"Deposit USDe-USDa Uniswap V2 LP token(s) on Ethereum Mainnet and bridge these assets to Berachain. On Berachain, provide liquidity in the USDe-USDa Kodiak Island, an automated liquidity management vault that tokenizes a &quot;concentrated&quot; range Uniswap V3 style liquidity position.
 
Earn DEX LP fees, as well as rewards from Berachain, Ethena, Avalon, and Kodiak. This is part of the Berachain'&#x27;'s Boyco pre-deposit campaign.   

3% of the Kodiak token supply is allocated to Boyco, proportional to TVL * multiplier. This specific market has a ~1x multiplier for Bodiak points. More info on Kodiak's Boyco rewards: https://docs.kodiak.finance/kodiak-boyco",7776000,1-0x19dbb3cb7f6aaa65c436246fb22978b8d89206e2,Ethena USDe-USDa LP Token,USDe-USDA,18,1926953464668015806107,1926.953464668015806107,3849.5599704161696,1-0x31dd27d7479b09f1c96aa94681845c0eb0026ef8,Kodiak Boyco Points,BODIAK,18,38560016495051500000000,38560.0164950515
1_0_0x72679855f582a6d908bf39d40cb5a299b6a98a82bf1bfd9055f1853fc5160f54,Supply uniBTC into Goldilocks,"Goldilocks&#x27; yield splitting vaults enable users to trade the future earnings of yield bearing positions. Users can deposit assets into a yield splitting vault, and the vault will automatically use the assets to create yield bearing positions on supported platforms. Their Boyco markets will yield-split half of deposited assets, and LP the remainder against the OT (Ownership Token).

Deposit uniBTC on Ethereum Mainnet and bridge the asset to Berachain. On Berachain, mint uniBTC-OT and uniBTC-YT with a portion of the uniBTC via Goldilocks, then pair the minted uniBTC-OT and remaining uniBTC to provide liquidity in the uniBTC&lt;&gt;uniBTC-OT Kodiak Island, an automated liquidity management vault that tokenizes a &quot;concentrated&quot; range Uniswap V3 style liquidity position.",7776000,1-0x004e9c3ef86bc1ca1f0bb5c7662861ee93350568,Universal BTC,UNIBTC,8,20000000000,200.0,19135800,1-0x3b7795688ea8c095600bae9d6d866d04c230ba16,Goldilocks PRG,PRG,18,8000000000000000000000000,8000000.0
1_0_0xece925dbccbb21333dbe99679fef655ad2dc2cb185e0963711c944e302595b28,Supply WBTC to Concrete x Lombard Vault,"When WBTC is supplied to this market, it is allocated across leading Berachain DEXs and lending applications such as Kodiak and Dolomite. The vault will also allocate to yield opportunities from leading protocols expanding to Berachain. This is part of the Berachain Boyco pre-deposit campaign.",7776000,1-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,Wrapped Bitcoin,WBTC,8,121612783863,1216.12783863,118383708.55076136,1-0x5f979f9f7024b41c325a7a39c89cd65e5f6a5f6d,Concrete Boyco Bags,CBAGS,18,121939278378388334400117650,121939278.37838833440011765
1_0_0xf8663b3c0f78b4efae0422b163e86e79afa1ce90778885d93d53c9d4f6d5c3d8,"Kodiak x Beraborrow WETH-HONEY to mint NECT, Boyco","Deposit WETH-USDC Uniswap V2 LP token(s) on Ethereum Mainnet and bridge the assets to Berachain. On Berachain, mint HONEY with all of the USDC, then provide liquidity in the WETH-HONEY Kodiak Island, an automated liquidity management vault that tokenizes a &quot;wide&quot; range Uniswap V3 style liquidity position.
The Island receipt token is deposited into Beraborrow, and used to mint NECT at 300% collateral ratio. NECT is then supplied into the Liquid Stability Pool.
This is part of the Berachain Boyco pre-deposit campaign",7776000,1-0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,USDC-WETH LP Token,USDC-WETH,18,758228040488888,0.000758228040488888,203311.06294909964,1-0xfbca1de031ac44e83850634c098f22137e4647e5,Beraborrow Points Program,bPOLLEN,18,8715507765462265600000000,8715507.7654622656
1_0_0x5f7935e257b94aee6caf9bbe917d4cfad75e8bc3b231806769ca0935af8371e8,Infrared x Kodiak USDe-HONEY LP,"Deposit USDe-USDC Uniswap V2 LP token(s) on Ethereum Mainnet and bridge the assets to Berachain. On Berachain, mint HONEY with all of the USDC, then provide liquidity in the USDe-HONEY Kodiak Island, an automated liquidity management vault that tokenizes a &quot;concentrated&quot; range Uniswap V3 style liquidity position. Finally, stake the Island receipt token in the respective Infrared iBGT-compatible Vault. 

Earn DEX LP fees, as well as rewards from Berachain, Ethena, Infrared and Kodiak. This is part of the Berachain'&#x27;'s Boyco pre-deposit campaign.  

3% of the Kodiak token supply is allocated to Boyco, proportional to TVL * multiplier. This specific market has a ~3x multiplier for Bodiak points. More info on Kodiak's Boyco rewards: https://docs.kodiak.finance/kodiak-boyco",7776000,1-0x1e496fae4613b4e9c4f8fc31826812cdcbd03a90,Ethena USDe-USDC LP Token,USDe-USDC,18,10139061902251733640,10.13906190225173364,20268740.05800107,1-0x31dd27d7479b09f1c96aa94681845c0eb0026ef8,Kodiak Boyco Points,BODIAK,18,608658684618485722500000000,608658684.6184857225
1_0_0x2dcd8ec59fe12b4cb802f5a26445f9684635c52139560f169a7c4d67da186c18,Restake waBTC on SatLayer,"Deposit waBTC into SatLayer, which is restaked to bring Bitcoin shared security to applications and infrastructure on Berachain and leading ecosystems.",7776000,1-0x09def5abc67e967d54e8233a4b5ebbc1b3fbe34b,Wrapped aBTC,waBTC,18,150003585185434493596,150.003585185434493596,14602067.43574476,1-0x9c80538ffcbaee0db71caabe87ee99785ffc4f55,Sats2 Rewards,SATS2,18,1134027104001884768970000000,1134027104.00188476897
1_0_0xd70673b98af7096f575717d70fbf2fa935dd719926b55c0e011480678cdac563,Provide sUSDa-USDa Liquidity on Kodiak,"Deposit sUSDa-USDa Uniswap V2 LP token(s) on Ethereum Mainnet and bridge these assets to Berachain. On Berachain, provide liquidity in the sUSDa-USDa Kodiak Island, an automated liquidity management vault that tokenizes a &quot;concentrated&quot; range Uniswap V3 style liquidity position. 

Earn DEX LP fees, as well as rewards from Berachain, Avalon, and Kodiak. This is part of the Berachain'&#x27;'s Boyco pre-deposit campaign.  

3% of the Kodiak token supply is allocated to Boyco, proportional to TVL * multiplier. This specific market has a ~1x multiplier for Bodiak points. More info on Kodiak's Boyco rewards: https://docs.kodiak.finance/kodiak-boyco",7776000,1-0xde838aed5b25c956adfe6a377dc056327d1df19a,sUSDa-USDa LP Token,SUSDA-USDA,18,9749220957188403551251707,9749220.957188403551251707,20017925.220303405,1-0x31dd27d7479b09f1c96aa94681845c0eb0026ef8,Kodiak Boyco Points,BODIAK,18,199999827552215792800000000,199999827.5522157928
1_0_0x0194c329e2b9712802c37d3f17502bcefce2e128933f24f4fe847dfc7e5e8965,Supply ylBTCLST on Dolomite,Supply ylBTCLST into the Dolomite money market on Berachain. This asset will be collateral only.,2592000,1-0x6c77bde03952bbcb923815d90a73a7ed7ec895d1,CIAN YIELD Layer fBTC,ylBTCLST,8,1444218,0.01444218,1409.4989992800001,1-0x460f8d9c78b1bde7da137ce75315bd15d34a369b,Dolomite veDOLO Points,veDOLO-P,18,21655023175000000000,21.655023175
1_0_0x25f7a422282a1f26d9d96b5d1c43fa5c6f8c355b0ed7a4755ac8d04a504817f5,Provide rsETH-beraETH Liquidity on Kodiak,"Deposit rsETH-WETH Uniswap V2 LP token(s) on Ethereum Mainnet and bridge these assets to Berachain. On Berachain, mint beraETH with all of the WETH, then provide liquidity in the rsETH-beraETH Kodiak Island, an automated liquidity management vault that tokenizes a &quot;concentrated&quot; range Uniswap V3 style liquidity position. 

Earn DEX LP fees, as well as rewards from Berachain, Kelp, Dinero, and Kodiak. This is part of the Berachain'&#x27;'s Boyco pre-deposit campaign.    

3% of the Kodiak token supply is allocated to Boyco, proportional to TVL * multiplier. This specific market has a ~1x multiplier for Bodiak points. More info on Kodiak's Boyco rewards: https://docs.kodiak.finance/kodiak-boyco",7776000,1-0x94b78ebaf10fdb9d832860f2e2cd8ee52d39f751,Kelp DAO Restaked ETH-WETH LP Token,RSETH-WETH,18,802400706265221376597,802.400706265221376597,4726408.1894148,1-0x31dd27d7479b09f1c96aa94681845c0eb0026ef8,Kodiak Boyco Points,BODIAK,18,51982933890352949700000000,51982933.8903529497
1_0_0x897eec875e51d6c8b5339d6a9984a00acb0aa86f9d4ab4eddbb4a791bb0a88e9,Beraborrow ylpumpBTC Boyco,"Single sided Liquid Stability Pool:
Deposit ylpumpBTC into Boyco. ylpumpBTC is bridged &amp; deposited into Beraborrow. ylpumpBTC is then used to mint NECT at 300% collateral ratio, and then NECT is supplied into the Liquid Stability Pool.
This is part of the Berachain Boyco pre-deposit campaign.",7776000,1-0xd4cc9b31e9ef33e392ff2f81ad52be8523e0993b,CIAN yield layer pumpBTC,ylpumpBTC,8,751565,0.00751565,715.1591913999999,1-0xfbca1de031ac44e83850634c098f22137e4647e5,Beraborrow Points Program,bPOLLEN,18,27415888216930100000000,27415.8882169301
1_0_0xcdd60ed30d20f9edc3fac624bb623db32103658b6da678949ef53df16139b488,"Kodiak x Beraborrow WBTC-HONEY to mint NECT, Boyco","Deposit WBTC-USDC Uniswap V2 LP token(s) on Ethereum Mainnet and bridge the assets to Berachain. On Berachain, mint HONEY with all of the USDC, then provide liquidity in the WBTC-USDC Kodiak Island, an automated liquidity management vault that tokenizes a &quot;wide&quot; range Uniswap V3 style liquidity position.
The Island receipt token is deposited into Beraborrow, and used to mint NECT at 300% collateral ratio. NECT is then supplied into the Liquid Stability Pool.
This is part of the Berachain Boyco pre-deposit campaign",7776000,1-0x004375dff511095cc5a197a54140a24efef3a416,Wrapped Bitcoin-USDC LP Token,WBTC-USDC,18,4532653898,0.000000004532653898,512519.34469051333,1-0xfbca1de031ac44e83850634c098f22137e4647e5,Beraborrow Points Program,bPOLLEN,18,21286281710901576800000000,21286281.7109015768
1_0_0xf8f745f188ddb10c16724faee95583521191c3c69e15490fa53c1136b73c17d7,"Infrared x Kodiak USDT0-HONEY LP, Boyco","Deposit USDT-USDC Uniswap V2 LP token(s) on Ethereum Mainnet and bridge the assets to Berachain. On Berachain, mint HONEY with all of the USDC, then provide liquidity in the USDT0-HONEY Kodiak Island, an automated liquidity management vault that tokenizes a &quot;concentrated&quot; range Uniswap V3 style liquidity position. Finally, stake the Island receipt token in the respective Infrared iBGT-compatible Vault. 
  
Earn DEX LP fees, as well as rewards from Berachain, Infrared and Kodiak. This is part of the Berachain&#x27;s Boyco pre-deposit campaign.  

3% of the Kodiak token supply is allocated to Boyco, proportional to TVL * multiplier.  This specific market has a ~4x multiplier for Bodiak points. More info on Kodiak's Boyco rewards: https://docs.kodiak.finance/kodiak-boyco",7776000,1-0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,USDC-Tether USDt LP Token,USDC-USDT,18,538141421979,0.000000538141421979,1429690.7190474062,1-0x31dd27d7479b09f1c96aa94681845c0eb0026ef8,Kodiak Boyco Points,BODIAK,18,57192224784914623200000000,57192224.7849146232
1_0_0x72bec627884d7bdf538f174bedd551e9eccf3995adc880f40972e2bab87df3b9,Infrared x Kodiak USDC-HONEY LP,"Deposit USDC on Ethereum Mainnet and bridge USDC to Berachain. On Berachain, mint HONEY with ~50% of the USDC, then provide liquidity in the USDC-HONEY Kodiak Island, an automated liquidity management vault that tokenizes a &quot;concentrated&quot; range Uniswap V3 style liquidity position. Finally, stake the Island receipt token in the respective Infrared iBGT-compatible Vault. 

Earn DEX LP fees, as well as rewards from Berachain, Infrared and Kodiak. This is part of the Berachain&#x27;s Boyco pre-deposit campaign.  

3% of the Kodiak token supply is allocated to Boyco, proportional to TVL * multiplier.  This specific market has a ~3.5x multiplier for Bodiak points. More info on Kodiak's Boyco rewards: https://docs.kodiak.finance/kodiak-boyco",7776000,1-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,6,7617633601557,7617633.601557,7614582.029475887,1-0x31dd27d7479b09f1c96aa94681845c0eb0026ef8,Kodiak Boyco Points,BODIAK,18,266617176054495000000000000,266617176.054495
1_0_0xd6e9ff1fa0c9c6bb25cafcb76c61c0d398a479ba073509e10209271f40a01712,Provide WBTC-FBTC Liquidity on Kodiak,"Deposit WBTC-FBTC Uniswap V2 LP token(s) on Ethereum Mainnet and bridge these assets to Berachain. On Berachain, provide liquidity in the WBTC-FBTC Kodiak Island, an automated liquidity management vault that tokenizes a &quot;concentrated&quot; range Uniswap V3 style liquidity position. 

Earn DEX LP fees, as well as rewards from Berachain, Ignition, and Kodiak. This is part of the Berachain&#x27;s Boyco pre-deposit campaign.    

3% of the Kodiak token supply is allocated to Boyco, proportional to TVL * multiplier.  This specific market has a ~2x multiplier for Bodiak points. More info on Kodiak's Boyco rewards: https://docs.kodiak.finance/kodiak-boyco",7776000,1-0xa259c4614d02d3a548de5c95d12fc71d296662ff,Wrapped Bitcoin-Ignition LP Token,WBTC-FBTC,18,6726092,0.000000000006726092,6541.945883409277,1-0x31dd27d7479b09f1c96aa94681845c0eb0026ef8,Kodiak Boyco Points,BODIAK,18,272753122465529500000000,272753.1224655295
1_0_0xde894ab596c084e65d0123ab6fa66f95b0571091cd8ec7efbeabe4942e7c40cd,Restake LBTC on SatLayer,"Deposit LBTC into SatLayer, which is restaked to bring Bitcoin shared security to applications and infrastructure on Berachain and leading ecosystems.",7776000,1-0x8236a87084f8b84306f72007f36f2618a5634494,Lombard Staked BTC,LBTC,8,120668391975,1206.68391975,117459944.31094971,1-0x9c80538ffcbaee0db71caabe87ee99785ffc4f55,Sats2 Rewards,SATS2,18,9122530433310000000000000000,9122530433.31
1_0_0x036d9e250c6dafef1dd361199181548f9990a00452abf5231cebe7a15f9e19bd,Restake pumpBTC on Satlayer,"Deposit pumpBTC into SatLayer, which is restaked to bring Bitcoin shared security to applications and infrastructure on Berachain and leading ecosystems.",7776000,1-0xadc9c900b05f39f48bb6f402a1bae60929f4f9a8,pumpBTC.bera,pumpBTC.bera,8,124693427,1.24693427,117036.20654053762,1-0x9c80538ffcbaee0db71caabe87ee99785ffc4f55,Sats2 Rewards,SATS2,18,9426823081200000000000000,9426823.0812
1_0_0xff0182973d5f1e9a64392c413caaa75f364f24632a7de0fdd1a31fe30517fdd2,Veda x Ether.fi weETH Vault,"After mainnet, vaults will run DeFi strategies on Berachain protocols participating in Boyco. Examples of applications include: Kodiak, Infrared, and Dolomite. weETH supplied will be used for DeFi activity on Berachain Mainnet.",7776000,1-0xcd5fe23c85820f7b72d0926fc9b05b43e359b7ee,Wrapped eETH,weETH,18,47127129012030157979919,47127.129012030157979919,141076180.04998857,1-0x3badc21d6bff9248ae4c3923093e04d505a52fef,Veda Crayons,VCrayons,18,127243245635481332100000000,127243245.6354813321
1_0_0x20ca89af1fd136d0ef9c4e3e74e8ab1943d28e6879206a3e180fd35e29fb2d7d,Lend USDC on Dahlia (WBERA&#x2F;USDC),Earn PETALS (Dahlia Points) and BERA incentives for lending USDC on Dahlia WBERA&#x2F;USDC (68% LLTV) lending market on Berachain.,7776000,1-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,6,36414063931,36414.063931,36399.47670527297,1-0xbd1e5b7fa18f2679070c8ba9ab6415ef786720cc,Dahlia Points,PETALS,18,5316453333926000000000,5316.453333926
1_0_0xb36f14fd392b9a1d6c3fabedb9a62a63d2067ca0ebeb63bbc2c93b11cc8eb3a2,Veda x Ether.fi eBTC Vault - wBTC Supply,"After mainnet, vaults will run DeFi strategies on Berachain protocols participating in Boyco. Examples of applications include: Kodiak, Infrared, and Dolomite. wBTC supplied will be paired against eBTC on mainnet for DeFi usage.",7776000,1-0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,Wrapped Bitcoin,WBTC,8,127319224030,1273.1922403,123938630.72369272,1-0x3badc21d6bff9248ae4c3923093e04d505a52fef,Veda Crayons,VCrayons,18,114587269034586450000000000,114587269.03458645
1_0_0xfa4917a871f9cf06d3d00be6678993888b3aac41c3da21edf32c3c9cf3978d70,Provide USDa-HONEY Liquidity on Kodiak,"Deposit USDa-USDC Uniswap V2 LP token(s) on Ethereum Mainnet and bridge the assets to Berachain. On Berachain, mint HONEY with all of the USDC, then provide liquidity in the USDa-HONEY Kodiak Island, an automated liquidity management vault that tokenizes a &quot;concentrated&quot; range Uniswap V3 style liquidity position. 

Earn DEX LP fees, as well as rewards from Berachain, Avalon, and Kodiak. This is part of the Berachain'&#x27;'s Boyco pre-deposit campaign.  

3% of the Kodiak token supply is allocated to Boyco, proportional to TVL * multiplier. This specific market has a ~2x multiplier for Bodiak points. More info on Kodiak's Boyco rewards: https://docs.kodiak.finance/kodiak-boyco",7776000,1-0xc28e4f6798c5ef47c6bcd54f7353ef0ff59fcf06,USDa-USDC LP Token,USDA-USDC,18,577307233695879307,0.577307233695879307,1153888.0112939177,1-0x31dd27d7479b09f1c96aa94681845c0eb0026ef8,Kodiak Boyco Points,BODIAK,18,23104371243980328000000000,23104371.243980328
1_0_0xfef8ead03d79cf7cbe6f73c8d1136f8c84f6cf6ed9bc208719e7fcee807cb336,Beraborrow RSETH Boyco,"Single sided Liquid Stability Pool: 
Deposit RSETH into Boyco. RSETH is bridged &amp; deposited into Beraborrow. RSETH is then used to mint NECT at 300% collateral ratio, and then NECT is supplied into the Liquid Stability Pool.
This is part of the Berachain Boyco pre-deposit campaign.",7776000,1-0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,Kelp DAO Restaked ETH,RSETH,18,549423967981443600829,549.423967981443600829,1663743.8371237624,1-0xfbca1de031ac44e83850634c098f22137e4647e5,Beraborrow Points Program,bPOLLEN,18,73249204143778097000000000,73249204.143778097
1_0_0x0a7565b14941c6a3dde083fb7a857e27e12c55fa34f709c37586ec585dbe7f3f,Supply wETH on Dolomite x Infrared,Supply wETH into the Dolomite money market on Berachain. This asset will earn lending yield and be eligible for potential Infrared incentives.,7776000,1-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,WETH,18,44990215929209941844248,44990.215929209941844248,128586107.94099534,1-0x460f8d9c78b1bde7da137ce75315bd15d34a369b,Dolomite veDOLO Points,veDOLO-P,18,4134685860374214627820000,4134685.86037421462782
1_0_0x49104b3cadbb31470e5b949c6892a33954ee9ce35041df4a04a88eb694b645c0,Provide WBTC-waBTC Liquidity on Kodiak,"Deposit WBTC-waBTC Uniswap V2 LP token(s) on Ethereum Mainnet and bridge these assets to Berachain. On Berachain, provide liquidity in the WBTC-waBTC Kodiak Island, an automated liquidity management vault that tokenizes a &quot;concentrated&quot; range Uniswap V3 style liquidity position. 

Earn DEX LP fees, as well as rewards from Berachain, Acorn, and Kodiak. This is part of the Berachain'&#x27;'s Boyco pre-deposit campaign.    

3% of the Kodiak token supply is allocated to Boyco, proportional to TVL * multiplier. This specific market has a ~2x multiplier for Bodiak points. More info on Kodiak's Boyco rewards: https://docs.kodiak.finance/kodiak-boyco",7776000,1-0x42a094364bbdca0efac8af2cf7d6b9ec885ee554,Wrapped aBTC-Wrapped Bitcoin LP Token,waBTC-WBTC,18,100350333381571,0.000100350333381571,1962058.8928852717,1-0x31dd27d7479b09f1c96aa94681845c0eb0026ef8,Kodiak Boyco Points,BODIAK,18,40711296145924296800000000,40711296.1459242968
1_0_0x7e804adb4c426b81fbe1f005f92d8dee99f98b0502c3946ac5ad436b453c6435,Lend USDC on Dahlia (sUSDe&#x2F;USDC),Earn PETALS (Dahlia Points) and BERA incentives for lending USDC on Dahlia sUSDe&#x2F;USDC (91% LLTV) lending market on Berachain.,7776000,1-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,6,654168921637,654168.921637,653906.8660273431,1-0xbd1e5b7fa18f2679070c8ba9ab6415ef786720cc,Dahlia Points,PETALS,18,95508662559002000000000,95508.662559002
1_0_0x5bac1cacdd36b3d95a7f9880a264f8481ab56d3d1a53993de084c6fa5febcc15,Supply ylstETH on Dolomite,Supply ylstETH into the Dolomite money market on Berachain. This asset will be collateral only.,2592000,1-0xb13aa2d0345b0439b064f26b82d8dcf3f508775d,CIAN yield layer stETH,ylstETH,18,1293048727876865203,1.293048727876865203,3681.2730539031986,1-0x460f8d9c78b1bde7da137ce75315bd15d34a369b,Dolomite veDOLO Points,veDOLO-P,18,43021415948506698975,43.021415948506698975
1_0_0xbe5cd829fcb3cdfe8224ad72fc3379198d38da26131c5b7ab6664c8f56a9730d,Supply NECT on Dolomite,Supply NECT into the Dolomite money market on Berachain. This asset will earn lending yield.,7776000,1-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,6,99529093277,99529.093277,99489.22260085716,1-0x460f8d9c78b1bde7da137ce75315bd15d34a369b,Dolomite veDOLO Points,veDOLO-P,18,9952909327700000000000,9952.9093277
1_0_0x568d2509ec17c27426a9d55e58673160c937aeaedc0a3fcc7c63c5b7df495ec7,"Kodiak x Beraborrow WBTC-WETH to mint NECT, Boyco","Deposit WBTC-WETH Uniswap V2 LP token(s) on Ethereum Mainnet and bridge the assets to Berachain. On Berachain, provide liquidity in the
WBTC-WETH Kodiak Island, an automated liquidity management vault that tokenizes a &quot;wide&quot; range Uniswap V3 style liquidity position.
The Island receipt token is deposited into Beraborrow, and used to mint NECT at 300% collateral ratio. NECT is then supplied into the Liquid Stability Pool.
This is part of the Berachain Boyco pre-deposit campaign",7776000,1-0xbb2b8038a1640196fbe3e38816f3e67cba72d940,Wrapped Bitcoin-WETH LP Token,WBTC-WETH,18,2519008846078341,0.002519008846078341,10796832.000123616,1-0xfbca1de031ac44e83850634c098f22137e4647e5,Beraborrow Points Program,bPOLLEN,18,484068559220219195200000000,484068559.2202191952
1_0_0xb32d047eb63b5c2af537c2e4df6a09c40a50b75aefd83a928600241a4666b087,Beraborrow uniBTC Boyco,"Single sided Liquid Stability Pool: Deposit uniBTC into Boyco. uniBTC is bridged &amp; deposited into Beraborrow. uniBTC is then used to mint NECT at 300% collateral ratio, and then NECT is supplied into the Liquid Stability Pool. This is part of the Berachain Boyco pre-deposit campaign.",7776000,1-0x004e9c3ef86bc1ca1f0bb5c7662861ee93350568,Universal BTC,UNIBTC,8,55103798448,551.03798448,52722763.317061916,1-0xfbca1de031ac44e83850634c098f22137e4647e5,Beraborrow Points Program,bPOLLEN,18,2260749615267998495200000000,2260749615.2679984952
1_0_0xc90525132d909f992363102ebd6298d95b1f312acdb9421fd1f7ac0c0dd78d3f,Supply rswETH on Dolomite,Supply rswETH into the Dolomite money market on Berachain. This asset will be collateral only.,2592000,1-0xfae103dc9cf190ed75350761e95403b7b8afa6c0,Restaked Swell Ethereum,RSWETH,18,1128811552239538885303,1128.811552239538885303,3328766.9415713646,1-0x460f8d9c78b1bde7da137ce75315bd15d34a369b,Dolomite veDOLO Points,veDOLO-P,18,37627051741317955300000,37627.0517413179553
1_0_0x378d4d32d89450978d01cfdf1ff1907d4419aa186c48abb94e612b76d75f3fae,Provide SolvBTC-SolvBTC.BBN Liquidity on Kodiak,"Deposit SolvBTC-SolvBTC.BBN Uniswap V2 LP token(s) on Ethereum Mainnet and bridge these assets to Berachain. On Berachain, provide liquidity in the SolvBTC-SolvBTC.BBN Kodiak Island, an automated liquidity management vault that tokenizes a &quot;concentrated&quot; range Uniswap V3 style liquidity position. 

Earn DEX LP fees, as well as rewards from Berachain, Solv, and Kodiak. This is part of the Berachain&#x27;s Boyco pre-deposit campaign.    

3% of the Kodiak token supply is allocated to Boyco, proportional to TVL * multiplier.  This specific market has a ~1x multiplier for Bodiak points. More info on Kodiak's Boyco rewards: https://docs.kodiak.finance/kodiak-boyco",7776000,1-0x8cd64380b991e6d67424b9ae30fd2048947d7ffe,SolvBTC-SolvBTC.BBN LP Token,SolvBTC-SolvBTC.BBN,18,98001608839551818443,98.001608839551818443,19058660.564435598,1-0x31dd27d7479b09f1c96aa94681845c0eb0026ef8,Kodiak Boyco Points,BODIAK,18,198257967496347821400000000,198257967.4963478214
1_0_0x415f935bbb9bf1bdc1f49f2ca763d5b2406efbf9cc949836880dd5bbd054db95,Supply rsETH on Dolomite,Supply rsETH into the Dolomite money market on Berachain. This asset will be collateral only.,7776000,1-0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,Kelp DAO Restaked ETH,RSETH,18,831226446191617549454,831.226446191617549454,2517086.908651751,1-0x460f8d9c78b1bde7da137ce75315bd15d34a369b,Dolomite veDOLO Points,veDOLO-P,18,41561322309580876200000,41561.3223095808762
